instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,year_name,weekday_name,temp_c,atemp_c,hum_pct,windspeed_kmh,temp_group
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,Fall,Clear/Partly Cloudy,2012,Thu,33.93,38.07,45.79,13.0,Warm (>22°C)
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,Fall,Clear/Partly Cloudy,2012,Fri,33.96,37.63,45.08,9.79,Warm (>22°C)
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Fall,Clear/Partly Cloudy,2012,Sat,35.33,40.25,49.21,10.96,Warm (>22°C)
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Fall,Clear/Partly Cloudy,2012,Sun,33.72,39.52,57.38,8.42,Warm (>22°C)
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,Fall,Mist/Cloudy,2012,Mon,29.14,32.7,68.33,12.13,Warm (>22°C)
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,Fall,Mist/Cloudy,2012,Tue,29.55,33.24,66.75,10.17,Warm (>22°C)
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,Fall,Clear/Partly Cloudy,2012,Wed,29.38,32.51,63.33,10.17,Warm (>22°C)
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,Fall,Clear/Partly Cloudy,2012,Thu,29.35,32.73,52.96,9.83,Warm (>22°C)
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,Fall,Mist/Cloudy,2012,Fri,30.0,33.4,48.58,5.42,Warm (>22°C)
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,Fall,Mist/Cloudy,2012,Sat,28.84,33.3,69.92,9.63,Warm (>22°C)
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,Fall,Clear/Partly Cloudy,2012,Sun,30.58,35.26,71.79,11.17,Warm (>22°C)
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,Fall,Clear/Partly Cloudy,2012,Mon,31.3,36.21,64.5,11.0,Warm (>22°C)
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,Fall,Clear/Partly Cloudy,2012,Tue,33.55,37.78,50.58,7.67,Warm (>22°C)
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,Fall,Clear/Partly Cloudy,2012,Wed,32.53,37.28,57.71,9.21,Warm (>22°C)
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,Fall,Clear/Partly Cloudy,2012,Thu,31.57,35.73,60.04,11.08,Warm (>22°C)
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,Fall,Mist/Cloudy,2012,Fri,27.3,30.65,84.42,14.0,Warm (>22°C)
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Fall,Light Snow/Rain,2012,Sat,24.43,27.5,86.54,14.29,Warm (>22°C)
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,Fall,Mist/Cloudy,2012,Sun,27.37,31.16,76.25,6.29,Warm (>22°C)
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,Fall,Clear/Partly Cloudy,2012,Mon,30.41,34.5,69.42,9.29,Warm (>22°C)
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,Fall,Clear/Partly Cloudy,2012,Tue,30.78,35.32,65.5,14.17,Warm (>22°C)
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,Fall,Clear/Partly Cloudy,2012,Wed,29.69,32.7,45.0,11.04,Warm (>22°C)
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,Fall,Clear/Partly Cloudy,2012,Thu,31.84,36.96,59.67,19.08,Warm (>22°C)
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,Fall,Clear/Partly Cloudy,2012,Fri,32.05,36.71,59.46,10.25,Warm (>22°C)
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,Fall,Clear/Partly Cloudy,2012,Sat,30.99,34.88,61.33,10.54,Warm (>22°C)
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,Fall,Clear/Partly Cloudy,2012,Sun,29.59,33.4,62.38,11.42,Warm (>22°C)
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,Fall,Clear/Partly Cloudy,2012,Mon,29.96,34.25,66.88,10.29,Warm (>22°C)
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,Fall,Clear/Partly Cloudy,2012,Tue,29.25,33.14,70.42,11.08,Warm (>22°C)
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,Fall,Clear/Partly Cloudy,2012,Wed,29.42,33.37,67.75,9.46,Warm (>22°C)
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,Fall,Clear/Partly Cloudy,2012,Thu,30.85,35.35,65.96,8.67,Warm (>22°C)
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,Fall,Mist/Cloudy,2012,Fri,31.4,36.14,64.25,14.46,Warm (>22°C)
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,Fall,Clear/Partly Cloudy,2012,Sat,32.53,37.56,61.33,17.25,Warm (>22°C)
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Fall,Clear/Partly Cloudy,2012,Sun,31.54,36.55,65.25,19.46,Warm (>22°C)
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,Fall,Mist/Cloudy,2012,Mon,30.85,35.51,65.42,8.67,Warm (>22°C)
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,Fall,Mist/Cloudy,2012,Tue,30.17,34.88,70.38,7.83,Warm (>22°C)
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,Fall,Mist/Cloudy,2012,Wed,30.75,35.39,67.29,7.42,Warm (>22°C)
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,Fall,Clear/Partly Cloudy,2012,Thu,30.99,34.98,62.04,10.46,Warm (>22°C)
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,Fall,Mist/Cloudy,2012,Fri,29.35,33.4,71.58,16.0,Warm (>22°C)
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,Fall,Mist/Cloudy,2012,Sat,28.39,31.91,73.29,13.83,Warm (>22°C)
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,Fall,Clear/Partly Cloudy,2012,Sun,28.73,32.23,53.04,8.21,Warm (>22°C)
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,Fall,Clear/Partly Cloudy,2012,Mon,29.55,33.11,54.54,9.13,Warm (>22°C)
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,Fall,Clear/Partly Cloudy,2012,Tue,29.79,33.84,68.67,11.33,Warm (>22°C)
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,Fall,Clear/Partly Cloudy,2012,Wed,28.97,32.7,61.96,11.37,Warm (>22°C)
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,Fall,Clear/Partly Cloudy,2012,Thu,29.49,32.73,51.92,9.5,Warm (>22°C)
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,Fall,Clear/Partly Cloudy,2012,Fri,29.66,12.12,57.08,15.5,Warm (>22°C)
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,Fall,Clear/Partly Cloudy,2012,Sat,27.81,30.9,60.33,11.92,Warm (>22°C)
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Fall,Mist/Cloudy,2012,Sun,26.07,30.18,71.17,5.79,Warm (>22°C)
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,Fall,Mist/Cloudy,2012,Mon,26.07,29.8,73.42,8.71,Warm (>22°C)
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,Fall,Clear/Partly Cloudy,2012,Tue,26.62,30.05,67.38,4.88,Warm (>22°C)
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,Fall,Clear/Partly Cloudy,2012,Wed,27.37,31.09,67.71,4.71,Warm (>22°C)
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,Fall,Clear/Partly Cloudy,2012,Thu,28.53,31.85,63.58,5.67,Warm (>22°C)
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,Fall,Mist/Cloudy,2012,Fri,28.8,32.36,61.5,4.83,Warm (>22°C)
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,Fall,Mist/Cloudy,2012,Sat,27.13,30.93,71.29,16.38,Warm (>22°C)
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Fall,Mist/Cloudy,2012,Sun,26.79,29.8,84.58,15.33,Warm (>22°C)
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,Fall,Clear/Partly Cloudy,2012,Mon,28.84,32.73,73.04,8.63,Warm (>22°C)
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,Fall,Clear/Partly Cloudy,2012,Tue,29.86,33.3,62.0,12.79,Warm (>22°C)
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,Fall,Clear/Partly Cloudy,2012,Wed,28.08,31.79,55.21,7.54,Warm (>22°C)
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,Fall,Clear/Partly Cloudy,2012,Thu,28.97,32.64,59.04,5.17,Warm (>22°C)
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,Fall,Clear/Partly Cloudy,2012,Fri,31.33,34.47,58.75,11.29,Warm (>22°C)
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,Fall,Mist/Cloudy,2012,Sat,30.89,35.13,63.83,7.58,Warm (>22°C)
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,Fall,Mist/Cloudy,2012,Sun,28.56,32.45,81.5,4.29,Warm (>22°C)
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,Fall,Clear/Partly Cloudy,2012,Mon,29.01,33.08,79.08,10.13,Warm (>22°C)
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,Fall,Clear/Partly Cloudy,2012,Tue,29.76,34.34,75.5,15.83,Warm (>22°C)
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,Fall,Clear/Partly Cloudy,2012,Wed,30.2,35.45,74.12,12.58,Warm (>22°C)
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,Fall,Mist/Cloudy,2012,Thu,28.56,32.77,81.04,9.54,Warm (>22°C)
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,Fall,Clear/Partly Cloudy,2012,Fri,28.84,32.86,73.62,11.5,Warm (>22°C)
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,Fall,Mist/Cloudy,2012,Sat,27.03,30.56,79.92,18.83,Warm (>22°C)
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,Fall,Clear/Partly Cloudy,2012,Sun,25.01,28.95,54.75,15.04,Warm (>22°C)
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,Fall,Clear/Partly Cloudy,2012,Mon,23.92,28.28,50.38,17.33,Warm (>22°C)
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,Fall,Clear/Partly Cloudy,2012,Tue,23.68,27.71,52.0,6.17,Warm (>22°C)
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,Fall,Clear/Partly Cloudy,2012,Wed,24.57,28.5,57.71,8.83,Warm (>22°C)
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,Fall,Clear/Partly Cloudy,2012,Thu,25.11,28.98,63.71,5.54,Warm (>22°C)
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,Fall,Clear/Partly Cloudy,2012,Fri,25.97,29.7,67.25,6.96,Warm (>22°C)
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,Fall,Clear/Partly Cloudy,2012,Sat,24.94,29.29,50.17,16.58,Warm (>22°C)
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,Fall,Clear/Partly Cloudy,2012,Sun,23.78,28.16,57.0,6.04,Warm (>22°C)
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,Fall,Mist/Cloudy,2012,Mon,23.81,27.65,73.46,10.17,Warm (>22°C)
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Fall,Mist/Cloudy,2012,Tue,25.56,28.25,87.25,23.96,Warm (>22°C)
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,Fall,Clear/Partly Cloudy,2012,Wed,22.65,27.02,53.67,14.42,Warm (>22°C)
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,Fall,Clear/Partly Cloudy,2012,Thu,22.41,26.61,61.83,7.92,Warm (>22°C)
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,Fall,Clear/Partly Cloudy,2012,Fri,24.57,28.6,66.88,10.33,Warm (>22°C)
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,Fall,Clear/Partly Cloudy,2012,Sat,26.65,30.52,64.67,19.0,Warm (>22°C)
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Winter,Clear/Partly Cloudy,2012,Sun,21.7,25.95,46.71,14.96,Mild (12-22°C)
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Winter,Clear/Partly Cloudy,2012,Mon,21.08,25.13,49.29,9.54,Mild (12-22°C)
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,Winter,Clear/Partly Cloudy,2012,Tue,22.55,27.21,57.0,15.83,Warm (>22°C)
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Winter,Clear/Partly Cloudy,2012,Wed,26.04,29.83,63.08,16.37,Warm (>22°C)
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Winter,Mist/Cloudy,2012,Thu,26.65,30.4,69.08,9.0,Warm (>22°C)
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Winter,Mist/Cloudy,2012,Fri,25.39,29.29,69.0,11.0,Warm (>22°C)
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Winter,Clear/Partly Cloudy,2012,Sat,22.24,26.51,54.29,15.25,Warm (>22°C)
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Winter,Clear/Partly Cloudy,2012,Sun,21.59,25.88,58.33,9.04,Mild (12-22°C)
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Winter,Mist/Cloudy,2012,Mon,21.35,25.6,64.92,6.08,Mild (12-22°C)
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Winter,Light Snow/Rain,2012,Tue,24.22,27.12,87.17,7.0,Warm (>22°C)
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,Winter,Mist/Cloudy,2012,Wed,26.96,29.96,79.38,4.46,Warm (>22°C)
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,Winter,Mist/Cloudy,2012,Thu,26.96,30.4,72.29,7.88,Warm (>22°C)
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,Winter,Clear/Partly Cloudy,2012,Fri,25.22,29.01,62.75,7.13,Warm (>22°C)
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,Winter,Clear/Partly Cloudy,2012,Sat,22.72,26.93,66.42,17.96,Warm (>22°C)
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Winter,Mist/Cloudy,2012,Sun,17.05,20.99,70.83,9.46,Mild (12-22°C)
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Winter,Mist/Cloudy,2012,Mon,15.72,19.38,70.96,12.71,Mild (12-22°C)
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,Winter,Mist/Cloudy,2012,Tue,18.31,21.91,76.17,12.75,Mild (12-22°C)
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,Winter,Clear/Partly Cloudy,2012,Wed,21.08,25.16,63.08,12.58,Mild (12-22°C)
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,Winter,Clear/Partly Cloudy,2012,Thu,17.84,21.56,46.33,12.17,Mild (12-22°C)
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,Winter,Clear/Partly Cloudy,2012,Fri,17.94,21.65,53.92,15.75,Mild (12-22°C)
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,Winter,Clear/Partly Cloudy,2012,Sat,16.13,19.57,49.46,9.79,Mild (12-22°C)
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,Winter,Clear/Partly Cloudy,2012,Sun,21.39,25.41,64.04,18.67,Mild (12-22°C)
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,Winter,Mist/Cloudy,2012,Mon,23.03,26.96,70.75,19.83,Warm (>22°C)
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,Winter,Clear/Partly Cloudy,2012,Tue,19.2,23.04,55.83,12.21,Mild (12-22°C)
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,Winter,Clear/Partly Cloudy,2012,Wed,18.69,22.51,69.29,6.79,Mild (12-22°C)
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,Winter,Mist/Cloudy,2012,Thu,21.42,25.63,72.83,15.87,Mild (12-22°C)
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,Winter,Mist/Cloudy,2012,Fri,23.1,26.89,81.5,9.04,Warm (>22°C)
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,Winter,Clear/Partly Cloudy,2012,Sat,19.85,23.64,57.29,7.87,Mild (12-22°C)
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,Winter,Clear/Partly Cloudy,2012,Sun,19.03,22.82,51.0,11.13,Mild (12-22°C)
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,Winter,Clear/Partly Cloudy,2012,Mon,19.99,24.15,56.83,5.46,Mild (12-22°C)
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,Winter,Clear/Partly Cloudy,2012,Tue,22.31,26.52,64.17,6.33,Warm (>22°C)
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,Winter,Clear/Partly Cloudy,2012,Wed,24.09,27.94,63.62,4.88,Warm (>22°C)
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,Winter,Mist/Cloudy,2012,Thu,22.55,26.48,80.04,8.33,Warm (>22°C)
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,Winter,Mist/Cloudy,2012,Fri,22.38,26.14,80.71,8.88,Warm (>22°C)
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,Winter,Mist/Cloudy,2012,Sat,21.73,25.76,72.0,15.79,Mild (12-22°C)
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Winter,Mist/Cloudy,2012,Sun,19.58,23.39,69.46,26.67,Mild (12-22°C)
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,Winter,Light Snow/Rain,2012,Mon,18.04,21.97,88.0,24.0,Mild (12-22°C)
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Winter,Mist/Cloudy,2012,Tue,13.05,15.5,82.55,14.27,Mild (12-22°C)
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,Winter,Mist/Cloudy,2012,Wed,14.66,18.06,66.67,11.17,Mild (12-22°C)
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,Winter,Mist/Cloudy,2012,Thu,15.0,18.5,58.17,10.54,Mild (12-22°C)
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,Winter,Clear/Partly Cloudy,2012,Fri,14.56,17.8,52.21,17.83,Mild (12-22°C)
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Winter,Mist/Cloudy,2012,Sat,14.08,16.19,49.12,18.13,Mild (12-22°C)
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Winter,Clear/Partly Cloudy,2012,Sun,13.36,16.48,53.29,12.0,Mild (12-22°C)
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Winter,Clear/Partly Cloudy,2012,Mon,13.09,15.4,49.42,15.83,Mild (12-22°C)
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,Winter,Clear/Partly Cloudy,2012,Tue,11.51,14.08,56.71,11.63,Cold (<12°C)
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Winter,Mist/Cloudy,2012,Wed,12.13,13.73,54.75,20.38,Mild (12-22°C)
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Winter,Clear/Partly Cloudy,2012,Thu,14.44,17.09,33.35,23.3,Mild (12-22°C)
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,Winter,Clear/Partly Cloudy,2012,Fri,14.83,17.77,54.08,14.38,Mild (12-22°C)
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,Winter,Clear/Partly Cloudy,2012,Sat,15.96,19.7,64.54,3.88,Mild (12-22°C)
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,Winter,Clear/Partly Cloudy,2012,Sun,17.25,21.09,65.92,8.54,Mild (12-22°C)
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,Winter,Clear/Partly Cloudy,2012,Mon,19.88,23.77,74.17,11.63,Mild (12-22°C)
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Winter,Mist/Cloudy,2012,Tue,14.08,16.16,66.29,22.92,Mild (12-22°C)
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Winter,Clear/Partly Cloudy,2012,Wed,11.86,14.08,55.21,13.37,Cold (<12°C)
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Winter,Mist/Cloudy,2012,Thu,13.19,16.22,62.04,10.25,Mild (12-22°C)
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,Winter,Clear/Partly Cloudy,2012,Fri,14.14,17.36,52.46,11.46,Mild (12-22°C)
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,Winter,Clear/Partly Cloudy,2012,Sat,13.32,16.32,54.54,12.04,Mild (12-22°C)
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Winter,Clear/Partly Cloudy,2012,Sun,14.04,16.89,69.29,15.25,Mild (12-22°C)
